key,11,13
2162936,亞馬烏羅提,據鰭人族所言，這座海底都市是在一夜之間拔地而起的。與長期沉睡在海底日趨腐朽的遺跡明顯不同，這裡的建築嶄新完整，就像時常有人精心打理一樣，是個充滿謎團的地方。
2162937,萊韋耶勒爾府,萊韋耶勒爾家的宅邸。以現任家主富爾什諾為代表，萊韋耶勒爾家族歷代成員中不乏就任於哲學家議會的議員，可謂賢才輩出，是薩雷安首屈一指的名門望族。這座經歷300年星霜的華美宅邸被許多人視為薩雷安建築史上的寶貴遺產。
2162938,知識神海港,舊薩雷安的海港區，名字由來於這座城市的守護神沙利亞克。人們在港口為他修建了一座高大的石像，並相信這位知識之神會守望往來的船隻。這座港口的圓弧形碼頭也獨具一格，與其他國家的港口風格差別很大。
2162939,哲學家議會會場,哲學家議會的會場。99套桌椅按照螺旋形安排得疏密有致，以便議會所有在任的99名議員都能齊聚一堂參加議會。如果有機會從空中俯瞰會場，你會發現會場的桌椅排布組成的圖案正是傳說中容納了知識之水的螺，這個圖案同樣也出現在薩雷安的國旗上。
2162940,所思大書院,世界上最大規模的圖書館，是薩雷安魔法大學引以為傲的成果。作為迦巴勒幻想圖書館的本館，這裡收藏了來自世界各地的種類繁多的書籍文獻。現在館內正在編纂《世界圖鑑》，旨在將所有知識都編輯在案。
2162941,哲學家廣場,哲學家議會討論薩雷安政策等國家大事時使用的議事堂。過去只是一座普通的圓形露天廣場，議員們風雨無阻地在此為了真理爭論不休。然而，有一天廣場上卻發生了不幸的事故，從天而降的落雷造成了人員傷亡，會議不得不暫時中斷。為了避免悲劇再次發生，薩雷安人建造了這座新的議事堂，從此人們的辯論再也不會受到外界影響。
2162942,漂流的終點,舊薩雷安東側的居住區，在城中佔了很大的面積。第六星曆初期，暴雨引發的大洪水結束之後，為了遠離野蠻的爭鬥，那些受過紐恩克雷夫照拂的難民追隨他離開了基拉巴尼亞，通過龍堡地區前往北洋，並來到了現在的薩雷安，在這塊海鸚棲息地建造了居住區。基於這些經歷，人們稱這裡為「漂流的終點」。
2162943,公開講堂,位於薩雷安魔法大學所見大講堂中的教室。無論是魔法大學的學生，還是廣大的市民，不需要任何邀請和證明，所有人都可以在此參加魔法大學開設的公開課。這間看似開闊的教室，時常因為人氣教師登壇授課而人滿為患。
2162944,魯維達紡絲局,生產優質絹絲的拉札罕著名國營工房。多年以來魯維達紡絲局養蠶及紡絲的技術都是拉札罕的不傳之秘，現在烏爾達哈等諸多海外國家也開始自行養蠶，更是加劇了魯維達紡絲局的危機感，現在這裡的戒備愈發森嚴拒絕一切閒雜人等靠近。
2162945,巴爾夏恩大巴扎,如果商業是拉札罕的血管，那麼巴爾夏恩大巴扎就是拉札罕的心臟。這座室內市場的名字來自傳說中的偉大商人巴爾夏恩。據說巴爾夏恩在與外國的交易中積累了巨額財產，他的遺願就是用自己的遺產建立一座宏偉的市場，於是巴爾夏恩大巴扎橫空出世。今天這裡依然熙熙攘攘，一派欣欣向榮的景象。
2162946,妮洛帕拉畜產局,拉札罕的畜牧研究所。拉札罕人最開始飼養桓娑鳥只是為了採取它們的毒液作為煉金素材，直到有一位名叫妮洛帕拉的馴獸人發明了去除桓娑鳥毒腺的技術，桓娑鳥才得以作為肉用動物走上舞台。沒過多久，桓娑鳥就以其美味多汁的鮮美肉質一躍成為拉札罕菜系中的主要原料之一，並由此成了遠近聞名的美味。
2162947,梅麗德酒房,梅麗德經營的酒房，主要提供各種簡餐和酒類的餐飲店。店內售賣當地煉金術士釀造的各種各樣的蒸餾酒。酒房邀請了舞者在店內進行表演，這種汲取了薩維奈傳統舞蹈要素的表演形式因此大受歡迎，在外國遊客中具有極高的人氣。
2162948,雲使宮,這座宮殿既是拉札罕總督的私人宅邸，同時也是整個拉札罕的政治中心。雲使宮的名字取自悌陽象族的古語，意為「來自雲間的使者」。這座宮殿正如這個名字所述的那樣，建造在巨石的頂端。有求於總督的請願者，總督為了解決問題派出的使者，雲使宮的高度從未影響它的大門為人敞開。
2162949,阿爾扎達爾廟,阿爾扎達爾是從大陸移居至薩維奈的敖龍族中最為偉大的族長，這裡是為了供奉他而建立的廟宇。他在世時，薩維奈島上的象魔族分裂為悌陽象族和魔邪象族兩派征戰不休。傳說是阿爾扎達爾帶領族人為悌陽象族助陣並平息了紛爭，為薩維奈島帶來了和平。
2162950,魯維達紡絲局空中花園,位於拉札罕引以為傲的國營紡絲局樓頂，常人難以企及的空中花園。眾多桑樹包圍之中安放著一座黃金製成的伽迦象雕塑。根據本地傳說，在這座雕塑上坐過的人都能獲得好運。其中最有力的佐證就是，那些不夠幸運的人早在爬到這裡的路上摔死了，你顯然比他們幸運多了。
2162951,詭巧之路,安置在迷津的數台巨型升降機之一，連接了地上的舊薩雷安與地下的迷津。衛輔城的上層區域相當於迷津的門廳，所有通過這台升降機到達地下的人或物資都會首先抵達這裡，之後再分流到各自的目的地。
2162952,驚愕所,驚愕所的名字取自於古語，在古語中這個詞被描述為人們面對新知識時的訝異、好奇和敬畏，這種「驚愕」也被認為是求知的原動力。薩雷安人正是出於驚愕在這裡建立了探索星海的據點，並藉此與星海深處的海德林接觸。這一次接觸推動了薩雷安人將驚愕所改建為一座船塢，並最終於此建造了飛往月球的方舟。
2162953,梅麗奧爾實驗農場,進行各種農業研究的實驗農場，主要專注於植物、農作物及農業種植技術。拾穗人們從世界各地收集來的植物樣本最終都匯聚在這裡。農場的名字取自「七賢人」之一的梅麗奧爾，她為薩雷安建國做出了巨大貢獻。正是她運用自己的園藝知識，開墾了荒蕪貧瘠的海島，才保證了漂流至此的薩雷安先民免於飢饉。
2162954,洞穴生物繁殖區,用於研究洞穴生物的區域，薩雷安人在這裡培育各種洞穴生物，並對其繁殖情況進行記錄。因為時常發生過量繁殖的生物逃到外面的事件，屢次給其他研究部門造成損失，所以這裡在不太好的方面上很有名氣。此外，洞穴生物的糞便含有豐富的磷，如何作為肥料使用也是目前研究的課題之一。
2162955,小薩雷安,小薩雷安位於迷津的內環區域，是內環工作人員們的宿舍。由於他們參與了哲學家議會直接領導的機密計劃，為了避免洩密，所有人的行動範圍都受到了嚴格的管制。幾乎可以說他們只能在這個簡易村落中生活。
2162956,新港,位於薩維奈島南部的港口，名字源於大陸移民對它的古語稱呼。由於薩維奈島周圍的水深較淺，遠洋航行的大型交易船一般在新港對岸的光明島靠岸，再通過小型駁船將貨物運抵拉札罕。
2162957,卡嘉雅舞台,據說卡嘉雅是「戰舞」的創造者。人們不僅為這個舞台冠上了她的名字，還布置了幾座刻畫她美妙舞姿的雕像。那些得其真傳的舞者如今仍在向諸神和先祖獻舞。
2162958,巨膽石採掘場,巨膽石是薩維奈島的主要特產之一。這是一種呈現獨特紫色的石材，不但硬度高，對乙太的傳導率也十分出色。因此，除了作為建築材料，還能成為武器防具的原料和煉金藥的素材，用途非常廣泛。
2162959,眾僧林園,分布在薩維奈島內陸地區的廣闊密林區域。在密林內部，寺院神殿星羅棋布，儘管大部分已經廢棄，但從它們的斷壁殘垣中仍能窺見當地居民祭祀眾神的盛況。過去這裡居住著無數信仰堅貞的僧侶，這片密林由此得名眾僧林園。
2162960,摩耶幻泉,很久以前，這裡曾經是悌陽象族僧侶們聚集生活的寺院。這些施掌術法的僧侶在這裡一同生活，為了獲得傳說中被稱為摩耶的神通力而努力修行。現在，僧侶們移居到了森林的深處，這座被遺棄的寺院有一半已經淹沒在了水中。
2162961,代米爾遺烈鄉,代米爾家族是煉金術的發源地薩維奈島最有名的煉金術家族，這裡就是他們建立的的村落。為了稱頌他們的豐功偉績，人們將這裡稱為「遺烈鄉」，並繼續在此研究煉金術。時至今日，這裡也是最高水準的煉金術人才聚集地。
2162962,第三站,連通加雷馬帝國首都地區的魔導列車網的第三站。站內設有停車庫、發電機和其他設施。首都被摧毀後，第一軍團的殘部將這裡作為臨時軍團總部。
2162963,朱圖爾娜七號水上鑽井平台,為了從大青湖中開採青磷水，加雷馬人建造了這座採礦平台。在加雷馬的周邊，類似的水上鑽井平台還有六個。然而，受到內戰影響，所有的平台都已停工。
2162964,脫軌列車,脫軌之後被棄置的魔導列車。這種49式客車在帝國時期僅供貴族使用，只有貴族或高級軍官，以及受到兩者推薦的市民才有資格乘坐。根據現場痕跡可以推測這輛列車曾試圖逃離帝都，不料在被精煉的帝國兵的襲擊下脫軌。
2162965,加雷馬元老院,元老院在加雷馬共和國時代是國家權力機關，在加雷馬帝國時代轉型為向皇帝進言的機構。在這座巍峨的建築物中通過了難以計數的表決。在一次次的遠征議案中，帝國將血雨腥風帶向了世界各地，也將無數的財富帶回了加雷馬。
2162966,都市區,這裡曾經是世界霸主的心臟，是政治、軍事和經濟等多方面的中心。然而，爭奪皇位的內戰造成了巨大的破壞，倖存下來的建築也被盡數拆除，變成了建造巴別塔的材料。在幾輪重創之下，往日的輝煌已蕩然無存。
2162967,索魯斯廣場,第二次東方遠征之際，加雷馬帝國初代皇帝索魯斯在這個廣場舉行了出征前的閱兵儀式。在這次遠征中，加雷馬帝國成功征服了達爾馬斯卡，為了紀念這一偉業，這裡被改建為具有紀念性質的公共廣場。
2162968,異土庭,聚集在這間小屋裡的研究員們有著與眾不同的想法，他們的研究目標是「不用創造魔法進行創造」。這些研究員讓特徵各異的創造生物進行自然交配，希望純粹依靠巧合的力量產生出意想不到的新奇結果。
2162969,轉移六洋院,轉移六洋院是極北造物院的分館之一，主要職能是觀察並評估海洋生物。只看狹窄的外觀很難想像，它的內部使用了特殊的魔法，構建了海洋生物所需的六種海洋環境。
2162970,忘海,每一種創造生物都會經過詳細的檢測，如果最終還是無法通過審查，它們就會被轉移到這個區域。這裡的泉水會消解創造生物的生命能量，將它們送往冥界。這方美妙至極的景緻之下，是經歷悲痛離別的厄爾庇斯為創造生物灑落的淚光。
2162971,極北造物院,厄爾庇斯最大的設施，同時也是這裡的中樞。其內部用魔法重現了各種各樣的自然環境，研究人員可以根據需要對創造生物的情況進行觀察和評估。只有在這裡通過審查，那些創造生物才能被投放到外部世界。
2162972,醒悟天測園,在古代人的語言中，「醒悟」這個詞也有「發現」的意思。這裡是那些在極北造物院工作的監察官居住的地方。他們的職責就是在日常生活中觀察各種創造生物，並評估它們的存在是否對這個世界有益。
2162973,西德尼亞丘陵,貿然出現在嘆息海的人面岩。怎麼看都是人工製作的，但究竟是參照誰雕刻的還不得而知。不過被當成模特的那個人應該不希望把這東西放到月球上吧。
2162974,胡蘿蔔所,兔兔族在月球上建立了很多適宜人類生存的人工環境，胡蘿蔔所便是其中之一。兔兔族還在這裡種植了世上最完美的食物——胡蘿蔔。雖然世間有很多煩心事，但是只要明天還有胡蘿蔔吃，一切都不是問題。
2162975,最偉大的森林,冠以「最偉大的森林」之名的人工森林區域。月面的兔兔族原本是為了讓移居到月球的人類有個放鬆身心的地方，然而這裡完全沒有地方符合人類對「森林」這個詞的認知。算了算了，誰還不會有點失誤呢？
2162976,海姆達爾級觀察艇殘骸,為了監視禁錮龍神巴哈姆特的衛月，古代亞拉戈文明將海姆達爾級觀察艇發射到了近月軌道上。第七靈災發生時，這艘飛船曾試圖阻止衛月的異常活動，卻不幸被擊毀，最終墜落到了月面上。
2162977,監視者之館,在嘆息海的一角悄然佇立著一座古老的建築，這就是監視佐迪亞克封印的「監視者之館」。建築的外側環繞著螺旋狀的乙太傳導板，鮮明的建築風格讓人過目難忘。是在誰的回憶裡嗎？還是哪處的海底倒影？似乎在某個地方曾見過風格近乎一樣的建築……
2162978,斯提格瑪一,機械文明的最高意志決策裝置，隨文明一同得到了重現。它原本的名字是戰爭戰略母機「阿爾法一」，然而由於在戰爭中受到致命的重創，它啟用了「斯提格瑪一」這個稱呼，以表明目前並非完備狀態。
2162979,瓦銘癸己,該區域重現了梅蒂恩們發現的「第16個文明」。推測此處重現的是機械文明的母星阿爾法坦星最後的樣子，也有可能是阿爾法坦星人侵略其他星球時建立的前哨基地。不過情報嚴重不足，很難斷言。
2162980,瓦銘丙,這片區域重現了梅蒂恩發現的「第3個」文明。當地的居民自稱為「異亞」，他們脫離了肉體，轉化成了永生的精神體。但在獲悉宇宙終結乃不可撼動的事實之後，它們陷入了絕望。
2162981,瓦銘癸辛,這片區域重現了梅蒂恩發現的「第18個」文明。這個世界原本由高潔的龍族統治，後來受到來自阿爾法坦星的機械兵器侵略，在一系列激烈交鋒之後慘遭滅亡。
2162982,瓦銘甲,這片區域重現了梅蒂恩發現的「第1個」文明。重現出來的狀態與當初梅蒂恩降落到這顆星球時的狀態相同。雖然建築都完好無損，但沒有任何生命體的跡象，彷彿這裡的居民都在一瞬間消失了，只在環境中留下了空虛。
